waveno,SA,mel,pre2,MF2,MFC2,pre4,MF4,MFC4,pre6,MF6,MFC6
2131.79313,0.9901,0.98209,0.96422,0.99217,0.99753,0.95719,0.98358,0.99723,0.9827,0.99207,0.9959
2129.75314,0.99015,0.98215,0.96437,0.9922,0.99756,0.95729,0.98363,0.99726,0.98275,0.99208,0.99593
2127.71315,0.9902,0.98221,0.96454,0.99222,0.99758,0.95741,0.98369,0.99729,0.9828,0.99209,0.99596
2125.67315,0.99024,0.98227,0.96473,0.99225,0.9976,0.95754,0.98374,0.99731,0.98285,0.99209,0.99598
2123.63316,0.99029,0.98233,0.96494,0.99227,0.99762,0.9577,0.9838,0.99733,0.98291,0.99209,0.996
2121.59316,0.99034,0.98238,0.96516,0.99229,0.99764,0.95786,0.98385,0.99734,0.98297,0.99209,0.99602
2119.55317,0.99039,0.98242,0.9654,0.99231,0.99765,0.95803,0.9839,0.99735,0.98303,0.9921,0.99604
2117.51318,0.99045,0.98247,0.96566,0.99233,0.99766,0.95822,0.98395,0.99736,0.9831,0.9921,0.99606
2115.47318,0.99051,0.98252,0.96594,0.99236,0.99767,0.95842,0.98399,0.99737,0.98317,0.9921,0.99607
2113.43319,0.99057,0.98256,0.96623,0.99238,0.99768,0.95864,0.98404,0.99738,0.98325,0.99211,0.99608
2111.3932,0.99061,0.98261,0.96651,0.9924,0.99769,0.95887,0.98409,0.99738,0.98333,0.99212,0.99609
2109.3532,0.99066,0.98265,0.96678,0.99242,0.9977,0.95909,0.98413,0.99738,0.98342,0.99213,0.9961
2107.31321,0.99072,0.98271,0.96706,0.99245,0.9977,0.9593,0.98418,0.99738,0.98351,0.99214,0.99611
2105.27322,0.99076,0.98275,0.96735,0.99247,0.99771,0.95953,0.98422,0.99739,0.98359,0.99216,0.99612
2103.23322,0.9908,0.9828,0.96765,0.9925,0.99771,0.95977,0.98427,0.99739,0.98368,0.99219,0.99613
2101.19323,0.99083,0.98286,0.96794,0.99252,0.99771,0.96002,0.98431,0.9974,0.98376,0.99221,0.99614
2099.15324,0.99086,0.98293,0.96822,0.99255,0.99772,0.96025,0.98435,0.99741,0.98384,0.99224,0.99615
2097.11324,0.99089,0.983,0.96847,0.99257,0.99772,0.96047,0.9844,0.99742,0.98391,0.99227,0.99616
2095.07325,0.99092,0.98309,0.96871,0.99259,0.99772,0.96069,0.98444,0.99743,0.98398,0.9923,0.99617
2093.03326,0.99094,0.9832,0.96893,0.9926,0.99773,0.96089,0.98448,0.99744,0.98404,0.99233,0.99618
2090.99326,0.99098,0.98331,0.96916,0.99262,0.99773,0.96108,0.98452,0.99745,0.9841,0.99236,0.99619
2088.95327,0.99101,0.9834,0.96938,0.99263,0.99773,0.96123,0.98456,0.99746,0.98415,0.9924,0.9962
2086.91328,0.99105,0.98348,0.96956,0.99265,0.99774,0.96138,0.98461,0.99747,0.9842,0.99243,0.99621
2084.87328,0.9911,0.98353,0.96974,0.99266,0.99774,0.96151,0.98465,0.99749,0.98424,0.99247,0.99622
2082.83329,0.99116,0.98358,0.96991,0.99268,0.99774,0.96162,0.9847,0.9975,0.98429,0.99251,0.99623
2080.7933,0.99123,0.98363,0.97007,0.99268,0.99775,0.96171,0.98474,0.99751,0.98432,0.99255,0.99624
2078.7533,0.99129,0.98368,0.97022,0.99269,0.99775,0.96179,0.98478,0.99752,0.98435,0.99258,0.99624
2076.71331,0.99135,0.98373,0.97035,0.9927,0.99775,0.96187,0.98482,0.99753,0.98437,0.9926,0.99625
2074.67332,0.99141,0.98377,0.97048,0.9927,0.99775,0.96196,0.98486,0.99754,0.9844,0.99263,0.99625
2072.63332,0.99147,0.9838,0.97059,0.99271,0.99775,0.96202,0.9849,0.99755,0.98442,0.99265,0.99626
2070.59333,0.99151,0.98383,0.97068,0.99272,0.99776,0.96207,0.98495,0.99757,0.98444,0.99267,0.99628
2068.55334,0.99157,0.98385,0.97078,0.99273,0.99776,0.96211,0.985,0.99758,0.98445,0.99268,0.99629
2066.51334,0.99164,0.98387,0.97088,0.99274,0.99776,0.96214,0.98506,0.99759,0.98446,0.99269,0.99631
2064.47335,0.99169,0.98389,0.97095,0.99276,0.99777,0.96218,0.98511,0.9976,0.98448,0.9927,0.99633
2062.43336,0.99173,0.98389,0.97101,0.99277,0.99778,0.96222,0.98517,0.99761,0.9845,0.99271,0.99635
2060.39336,0.99177,0.98389,0.97107,0.9928,0.99778,0.96223,0.98523,0.99763,0.98452,0.99272,0.99638
2058.35337,0.99181,0.9839,0.97113,0.99282,0.99779,0.96225,0.98529,0.99765,0.98454,0.99273,0.99641
2056.31338,0.99184,0.98391,0.9712,0.99285,0.9978,0.9623,0.98534,0.99766,0.98457,0.99273,0.99643
2054.27338,0.99186,0.98393,0.97126,0.99287,0.9978,0.96234,0.98539,0.99768,0.98461,0.99273,0.99646
2052.23339,0.99188,0.98398,0.97129,0.99289,0.99781,0.96238,0.98544,0.99769,0.98464,0.99273,0.99648
2050.19339,0.99189,0.98403,0.97132,0.99291,0.99781,0.96243,0.98548,0.99769,0.98468,0.99273,0.9965
2048.1534,0.99189,0.9841,0.97135,0.99292,0.99781,0.96251,0.98551,0.9977,0.98472,0.99273,0.99651
2046.11341,0.99188,0.98417,0.97138,0.99294,0.99781,0.96261,0.98554,0.99769,0.98477,0.99273,0.99652
2044.07341,0.99188,0.98426,0.97143,0.99295,0.99781,0.96268,0.98556,0.99769,0.98481,0.99273,0.99652
2042.03342,0.9919,0.98433,0.97151,0.99297,0.99781,0.96271,0.98558,0.99768,0.98486,0.99274,0.99652
2039.99343,0.9919,0.98437,0.97157,0.99298,0.9978,0.96277,0.98559,0.99767,0.98491,0.99275,0.99652
2037.95343,0.99186,0.98439,0.97161,0.993,0.99779,0.96285,0.98561,0.99765,0.98496,0.99276,0.99651
2035.91344,0.99187,0.98443,0.97166,0.99302,0.99778,0.96289,0.98562,0.99764,0.98502,0.99278,0.99649
2033.87345,0.99188,0.98447,0.97173,0.99304,0.99776,0.96291,0.98563,0.99763,0.98508,0.99281,0.99648
2031.83345,0.99189,0.9845,0.97178,0.99306,0.99775,0.96294,0.98565,0.99762,0.98513,0.99284,0.99647
2029.79346,0.99188,0.98453,0.97184,0.99308,0.99774,0.96297,0.98567,0.99761,0.98518,0.99287,0.99646
2027.75347,0.99188,0.98456,0.97189,0.9931,0.99773,0.96301,0.98569,0.9976,0.98523,0.9929,0.99644
2025.71347,0.99188,0.9846,0.97196,0.99312,0.99772,0.96305,0.98571,0.99759,0.98527,0.99293,0.99643
2023.67348,0.99187,0.98464,0.97203,0.99314,0.99771,0.96308,0.98573,0.99758,0.9853,0.99297,0.99642
2021.63349,0.99186,0.98469,0.97208,0.99316,0.99771,0.96313,0.98576,0.99758,0.98533,0.993,0.99641
2019.59349,0.99186,0.98475,0.97213,0.99319,0.9977,0.9632,0.9858,0.99758,0.98535,0.99304,0.99641
2017.5535,0.99192,0.98482,0.97223,0.99321,0.9977,0.96323,0.98584,0.99759,0.98537,0.99307,0.99641
2015.51351,0.99197,0.9849,0.97232,0.99324,0.99771,0.96326,0.98588,0.9976,0.98539,0.9931,0.99641
2013.47351,0.992,0.98498,0.97238,0.99328,0.99772,0.96331,0.98593,0.99762,0.98542,0.99314,0.99642
2011.43352,0.99205,0.98504,0.97247,0.99331,0.99774,0.96334,0.98598,0.99764,0.98544,0.99318,0.99643
2009.39353,0.99212,0.98511,0.97256,0.99334,0.99775,0.96339,0.98604,0.99766,0.98547,0.99321,0.99645
2007.35353,0.9922,0.98517,0.97266,0.99337,0.99777,0.96344,0.9861,0.99769,0.98549,0.99324,0.99646
2005.31354,0.99228,0.98524,0.97277,0.9934,0.99778,0.96351,0.98616,0.99771,0.98551,0.99326,0.99647
2003.27355,0.99236,0.98531,0.97289,0.99343,0.9978,0.96361,0.98622,0.99773,0.98553,0.99328,0.99648
2001.23355,0.99243,0.98539,0.97303,0.99345,0.99781,0.96374,0.98628,0.99774,0.98555,0.9933,0.99648
1999.19356,0.99251,0.98549,0.97318,0.99347,0.99782,0.96388,0.98633,0.99775,0.98557,0.99331,0.99649
1997.15357,0.99258,0.9856,0.97332,0.9935,0.99783,0.96402,0.98639,0.99775,0.9856,0.99333,0.9965
1995.11357,0.99265,0.98571,0.97346,0.99353,0.99783,0.96415,0.98645,0.99776,0.98562,0.99334,0.99651
1993.07358,0.99275,0.98581,0.97364,0.99355,0.99783,0.96426,0.9865,0.99776,0.98565,0.99335,0.99651
1991.03359,0.99282,0.98589,0.97381,0.99358,0.99783,0.9644,0.98657,0.99776,0.98568,0.99336,0.99652
1988.99359,0.99286,0.98597,0.97396,0.99362,0.99783,0.96459,0.98663,0.99776,0.98573,0.99337,0.99652
1986.9536,0.99293,0.98604,0.97411,0.99366,0.99783,0.96476,0.98671,0.99777,0.9858,0.9934,0.99654
1984.91361,0.99299,0.98611,0.97427,0.99371,0.99784,0.96492,0.98679,0.99779,0.98586,0.99343,0.99656
1982.87361,0.99303,0.98618,0.97443,0.99376,0.99784,0.96509,0.98688,0.99781,0.98593,0.99346,0.99658
1980.83362,0.99307,0.98625,0.97462,0.99381,0.99785,0.96529,0.98696,0.99783,0.98601,0.99349,0.9966
1978.79362,0.99309,0.98633,0.97482,0.99386,0.99785,0.96551,0.98705,0.99785,0.98608,0.99353,0.99662
1976.75363,0.9931,0.98642,0.97502,0.99391,0.99786,0.96576,0.98713,0.99786,0.98616,0.99356,0.99664
1974.71364,0.9931,0.9865,0.97521,0.99395,0.99786,0.96604,0.98721,0.99788,0.98625,0.9936,0.99666
1972.67364,0.99308,0.9866,0.97539,0.994,0.99786,0.96632,0.98729,0.9979,0.98633,0.99364,0.99668
1970.63365,0.99309,0.98671,0.9756,0.99403,0.99785,0.96658,0.98737,0.99791,0.98643,0.99367,0.99669
1968.59366,0.99316,0.98683,0.97586,0.99407,0.99785,0.96677,0.98745,0.99792,0.98652,0.99371,0.9967
1966.55366,0.9932,0.98693,0.97612,0.9941,0.99785,0.967,0.98753,0.99793,0.98663,0.99375,0.99671
1964.51367,0.99316,0.98699,0.97632,0.99414,0.99786,0.9673,0.98761,0.99795,0.98675,0.99381,0.99672
1962.47368,0.99315,0.98702,0.97654,0.99418,0.99787,0.96759,0.9877,0.99796,0.98687,0.99386,0.99674
1960.43368,0.99316,0.98704,0.97678,0.99421,0.99787,0.96784,0.98778,0.99797,0.987,0.99392,0.99675
1958.39369,0.99317,0.98708,0.97703,0.99424,0.99788,0.96809,0.98786,0.99797,0.98712,0.99397,0.99675
1956.3537,0.99318,0.98712,0.97726,0.99427,0.99788,0.96834,0.98794,0.99797,0.98723,0.99402,0.99676
1954.3137,0.99317,0.98718,0.97748,0.99429,0.99788,0.96861,0.98801,0.99796,0.98735,0.99406,0.99676
1952.27371,0.99314,0.98726,0.97767,0.99431,0.99788,0.96887,0.98808,0.99794,0.98746,0.99411,0.99676
1950.23372,0.99313,0.98736,0.97784,0.99433,0.99788,0.96911,0.98815,0.99793,0.98757,0.99415,0.99676
1948.19372,0.99316,0.98746,0.97801,0.99435,0.99788,0.96929,0.98821,0.99791,0.98768,0.99419,0.99676
1946.15373,0.99318,0.98755,0.97817,0.99436,0.99787,0.96946,0.98827,0.99789,0.98778,0.99422,0.99675
1944.11374,0.99321,0.98761,0.97836,0.99437,0.99787,0.96961,0.98833,0.99787,0.98787,0.99425,0.99674
1942.07374,0.99325,0.98767,0.97856,0.99438,0.99786,0.96975,0.98839,0.99785,0.98797,0.99428,0.99674
1940.03375,0.99322,0.98772,0.97869,0.9944,0.99786,0.96998,0.98846,0.99784,0.98807,0.99432,0.99673
1937.99376,0.9932,0.98778,0.97883,0.99442,0.99786,0.97018,0.98853,0.99784,0.98816,0.99437,0.99673
1935.95376,0.99325,0.98785,0.97902,0.99443,0.99787,0.97031,0.9886,0.99784,0.98825,0.99441,0.99673
1933.91377,0.99331,0.98793,0.97924,0.99445,0.99786,0.97042,0.98867,0.99783,0.98833,0.99444,0.99673
1931.87378,0.99335,0.988,0.97944,0.99445,0.99786,0.97057,0.98874,0.99783,0.9884,0.99447,0.99672
1929.83378,0.99337,0.98806,0.97962,0.99446,0.99786,0.97076,0.98881,0.99782,0.98848,0.9945,0.99672
1927.79379,0.99339,0.98812,0.97979,0.99447,0.99785,0.97094,0.98888,0.99782,0.98855,0.99452,0.99671
1925.7538,0.99341,0.9882,0.97995,0.99447,0.99784,0.97111,0.98895,0.99782,0.98861,0.99454,0.99671
1923.7138,0.99342,0.98828,0.9801,0.99448,0.99782,0.97126,0.98902,0.99781,0.98868,0.99456,0.9967
1921.67381,0.99347,0.98837,0.98027,0.99449,0.99781,0.97137,0.9891,0.99781,0.98875,0.99458,0.9967
1919.63382,0.99353,0.98846,0.98044,0.99451,0.9978,0.97146,0.98919,0.9978,0.98883,0.9946,0.9967
1917.59382,0.99353,0.98854,0.98055,0.99454,0.99779,0.97163,0.98928,0.9978,0.9889,0.99462,0.99671
1915.55383,0.99353,0.98861,0.98066,0.99457,0.99779,0.97179,0.98938,0.99781,0.98898,0.99464,0.99672
1913.51384,0.9936,0.98869,0.98082,0.99461,0.99779,0.97187,0.98948,0.99782,0.98907,0.99467,0.99673
1911.47384,0.99362,0.98878,0.98093,0.99465,0.99779,0.97196,0.98959,0.99783,0.98915,0.99469,0.99675
1909.43385,0.99361,0.98887,0.981,0.9947,0.9978,0.97207,0.98969,0.99784,0.98923,0.99472,0.99677
1907.39386,0.99361,0.98898,0.98107,0.99475,0.99781,0.97216,0.9898,0.99786,0.98932,0.99474,0.99679
1905.35386,0.9936,0.98909,0.98111,0.99481,0.99782,0.97223,0.98991,0.99788,0.98941,0.99478,0.99682
1903.31387,0.99359,0.9892,0.98114,0.99487,0.99785,0.97227,0.99002,0.9979,0.9895,0.99482,0.99686
1901.27387,0.99361,0.98931,0.98115,0.99494,0.99787,0.97226,0.99013,0.99793,0.98959,0.99486,0.9969
1899.23388,0.99359,0.98941,0.98111,0.995,0.99789,0.97226,0.99024,0.99795,0.98968,0.9949,0.99693
1897.19389,0.99353,0.98951,0.98101,0.99506,0.99791,0.9723,0.99034,0.99798,0.98976,0.99494,0.99697
1895.15389,0.99359,0.98961,0.98101,0.99512,0.99793,0.97221,0.99043,0.998,0.98984,0.99498,0.997
1893.1139,0.99369,0.98972,0.98107,0.99518,0.99796,0.97204,0.99051,0.99802,0.98992,0.99502,0.99703
1891.07391,0.99364,0.98981,0.981,0.99523,0.99798,0.97205,0.99059,0.99805,0.99,0.99507,0.99707
1889.03391,0.99359,0.9899,0.98094,0.99528,0.99801,0.9721,0.99066,0.99808,0.99009,0.99512,0.9971
1886.99392,0.99364,0.98997,0.98096,0.99533,0.99804,0.97206,0.99073,0.99812,0.99018,0.99517,0.99713
1884.95393,0.99372,0.99004,0.98099,0.99538,0.99807,0.97201,0.99079,0.99816,0.99026,0.99523,0.99717
1882.91393,0.99375,0.9901,0.98098,0.99542,0.9981,0.97198,0.99086,0.9982,0.99034,0.99529,0.9972
1880.87394,0.99376,0.99016,0.98095,0.99547,0.99813,0.97194,0.99092,0.99824,0.99041,0.99535,0.99724
1878.83395,0.99378,0.99022,0.98092,0.9955,0.99815,0.97188,0.99098,0.99827,0.99046,0.99539,0.99727
1876.79395,0.99378,0.99029,0.98085,0.99553,0.99817,0.97183,0.99103,0.9983,0.99051,0.99543,0.9973
1874.75396,0.99376,0.99038,0.98077,0.99555,0.99818,0.9718,0.99108,0.99832,0.99056,0.99546,0.99732
1872.71397,0.99377,0.99046,0.98071,0.99556,0.99818,0.97176,0.99111,0.99833,0.99059,0.99547,0.99733
1870.67397,0.99383,0.99054,0.98072,0.99556,0.99818,0.97167,0.99114,0.99833,0.99061,0.99547,0.99733
1868.63398,0.99394,0.99061,0.98079,0.99555,0.99818,0.97155,0.99115,0.99833,0.99063,0.99545,0.99731
1866.59399,0.99396,0.99067,0.98082,0.99553,0.99819,0.97152,0.99117,0.99833,0.99066,0.99544,0.9973
1864.55399,0.99389,0.99072,0.98078,0.99552,0.99819,0.9716,0.99118,0.99833,0.99069,0.99543,0.99728
1862.514,0.99386,0.99076,0.98078,0.9955,0.99819,0.97167,0.99119,0.99832,0.99071,0.99541,0.99726
1860.47401,0.99387,0.99081,0.98082,0.99548,0.99819,0.97169,0.99121,0.99831,0.99073,0.99538,0.99725
1858.43401,0.99386,0.99087,0.98084,0.99546,0.99818,0.97174,0.99124,0.9983,0.99076,0.99535,0.99723
1856.39402,0.9939,0.99093,0.98088,0.99543,0.99817,0.97173,0.99126,0.99828,0.9908,0.99533,0.99722
1854.35403,0.99399,0.991,0.98096,0.99541,0.99816,0.97166,0.99129,0.99826,0.99084,0.9953,0.9972
1852.31403,0.99398,0.99109,0.98096,0.99538,0.99814,0.97172,0.99132,0.99824,0.99089,0.99526,0.99718
1850.27404,0.99398,0.9912,0.981,0.99536,0.99812,0.97183,0.99134,0.9982,0.99094,0.99522,0.99716
1848.23405,0.99406,0.99132,0.98111,0.99533,0.99809,0.97191,0.99136,0.99816,0.991,0.99517,0.99713
1846.19405,0.99416,0.99143,0.98126,0.9953,0.99806,0.97198,0.99139,0.99813,0.99107,0.99513,0.99711
1844.15406,0.99421,0.99152,0.98138,0.99529,0.99804,0.97212,0.99143,0.9981,0.99116,0.9951,0.99709
1842.11407,0.99418,0.9916,0.98143,0.99529,0.99803,0.97237,0.99149,0.99809,0.99126,0.99509,0.99708
1840.07407,0.99419,0.99168,0.98148,0.9953,0.99803,0.97258,0.99156,0.99808,0.99137,0.9951,0.99708
1838.03408,0.99429,0.99176,0.98157,0.99531,0.99804,0.97266,0.99166,0.99809,0.99148,0.99512,0.9971
1835.99409,0.99441,0.99186,0.98167,0.99534,0.99805,0.97265,0.99177,0.99811,0.99159,0.99514,0.99711
1833.95409,0.99444,0.99194,0.9817,0.99537,0.99807,0.97268,0.99188,0.99813,0.99168,0.99517,0.99714
1831.9141,0.99437,0.99202,0.98165,0.99541,0.99809,0.97278,0.992,0.99815,0.99177,0.9952,0.99717
1829.8741,0.99428,0.99211,0.98158,0.99544,0.9981,0.97287,0.99212,0.99818,0.99184,0.99522,0.99719
1827.83411,0.99425,0.99221,0.98155,0.99545,0.99812,0.97289,0.99222,0.99819,0.99191,0.99524,0.9972
1825.79412,0.99429,0.99232,0.98158,0.99547,0.99814,0.97283,0.99232,0.99821,0.99198,0.99526,0.99721
1823.75412,0.9943,0.99241,0.98158,0.99547,0.99816,0.97278,0.99241,0.99823,0.99203,0.99528,0.99721
1821.71413,0.99426,0.99248,0.98154,0.99547,0.99818,0.97276,0.99249,0.99825,0.99207,0.99529,0.99721
1819.67414,0.99422,0.99256,0.98149,0.99546,0.9982,0.97275,0.99256,0.99826,0.9921,0.99529,0.9972
1817.63414,0.99426,0.99263,0.9815,0.99544,0.99821,0.97268,0.9926,0.99827,0.99213,0.99529,0.99718
1815.59415,0.99435,0.9927,0.98157,0.99541,0.99822,0.97259,0.99263,0.99828,0.99216,0.99528,0.99715
1813.55416,0.99435,0.99277,0.98156,0.99537,0.99822,0.9726,0.99265,0.99828,0.99218,0.99526,0.99713
1811.51416,0.99434,0.99284,0.98153,0.99532,0.99821,0.97266,0.99266,0.99827,0.99219,0.99524,0.9971
1809.47417,0.99438,0.99291,0.98158,0.99526,0.9982,0.97264,0.99266,0.99826,0.99221,0.99521,0.99706
1807.43418,0.99448,0.99298,0.98171,0.9952,0.99819,0.97255,0.99264,0.99824,0.99223,0.99519,0.99701
1805.39418,0.99453,0.99304,0.98185,0.99513,0.99817,0.97254,0.99262,0.99822,0.99226,0.99516,0.99696
1803.35419,0.99441,0.99311,0.98186,0.99507,0.99815,0.97274,0.99259,0.99819,0.99229,0.99513,0.99691
1801.3142,0.99428,0.99316,0.98185,0.99501,0.99813,0.97295,0.99257,0.99816,0.99233,0.9951,0.99686
1799.2742,0.99425,0.99319,0.98188,0.99495,0.99811,0.97299,0.99256,0.99814,0.99238,0.99507,0.99681
1797.23421,0.99433,0.99322,0.98199,0.99491,0.99809,0.97288,0.99256,0.99812,0.99245,0.99506,0.99677
1795.19422,0.99435,0.99328,0.98207,0.99488,0.99808,0.97287,0.99258,0.99812,0.99254,0.99506,0.99674
1793.15422,0.99426,0.99338,0.98205,0.99486,0.99808,0.97305,0.99262,0.99812,0.99263,0.99508,0.99672
1791.11423,0.99413,0.99347,0.98197,0.99486,0.99809,0.97329,0.99267,0.99814,0.99274,0.9951,0.99671
1789.07424,0.99411,0.99354,0.98191,0.99487,0.99812,0.9734,0.99275,0.99817,0.99286,0.99514,0.99672
1787.03424,0.99421,0.9936,0.98191,0.99489,0.99815,0.97336,0.99284,0.9982,0.99298,0.99519,0.99674
1784.99425,0.99422,0.99367,0.9818,0.99493,0.9982,0.9734,0.99295,0.99824,0.99309,0.99522,0.99678
1782.95426,0.9942,0.99375,0.98161,0.99497,0.99825,0.9735,0.99305,0.99828,0.99317,0.99524,0.99682
1780.91426,0.99426,0.99384,0.98144,0.99501,0.9983,0.97354,0.99315,0.99831,0.99327,0.99525,0.99685
1778.87427,0.99435,0.99393,0.98123,0.99504,0.99834,0.97359,0.99323,0.99833,0.99337,0.99526,0.99688
1776.83428,0.99455,0.99403,0.98108,0.99507,0.99839,0.97355,0.99331,0.99835,0.99347,0.99525,0.99691
1774.79428,0.99485,0.99413,0.98097,0.9951,0.99844,0.97346,0.99338,0.99835,0.99355,0.99521,0.99694
1772.75429,0.99516,0.99422,0.98087,0.99511,0.99849,0.97344,0.99342,0.99835,0.99362,0.99515,0.99695
1770.7143,0.99553,0.99429,0.98083,0.99511,0.99853,0.97346,0.99343,0.99832,0.9937,0.99507,0.99695
1768.6743,0.99594,0.99434,0.98087,0.9951,0.99857,0.9735,0.99344,0.99829,0.99378,0.99499,0.99696
1766.63431,0.99624,0.99436,0.9809,0.99509,0.99862,0.97367,0.99344,0.99826,0.99384,0.9949,0.99698
1764.59432,0.99643,0.99437,0.98093,0.99508,0.99867,0.9739,0.99342,0.99822,0.99388,0.99479,0.99698
1762.55432,0.99657,0.9944,0.981,0.99506,0.99871,0.97411,0.9934,0.99816,0.99394,0.99468,0.99698
1760.51433,0.99675,0.99443,0.98123,0.99503,0.99874,0.97415,0.99336,0.99809,0.99402,0.99458,0.99696
1758.47433,0.99698,0.99446,0.98166,0.99502,0.99877,0.97404,0.99333,0.99803,0.99411,0.9945,0.99693
1756.43434,0.99696,0.99449,0.98197,0.99501,0.99879,0.97417,0.99331,0.99796,0.99421,0.99443,0.9969
1754.39435,0.99678,0.99451,0.98216,0.99502,0.99879,0.97449,0.9933,0.99788,0.99431,0.99438,0.99685
1752.35435,0.99669,0.99455,0.9824,0.99503,0.99876,0.97472,0.99331,0.99778,0.99441,0.99434,0.99678
1750.31436,0.99682,0.9946,0.98277,0.99505,0.9987,0.97477,0.99332,0.99765,0.99452,0.99431,0.99667
1748.27437,0.99698,0.99469,0.9831,0.99508,0.99859,0.97488,0.99335,0.99748,0.99463,0.99431,0.99653
1746.23437,0.997,0.99479,0.98319,0.99512,0.99843,0.97523,0.99338,0.99726,0.99475,0.99432,0.99634
1744.19438,0.99724,0.99489,0.98331,0.99517,0.99822,0.97537,0.99343,0.99698,0.99487,0.99436,0.9961
1742.15439,0.99801,0.99496,0.98364,0.99523,0.99795,0.97511,0.99349,0.99662,0.995,0.99442,0.99579
1740.11439,0.99898,0.99505,0.98388,0.9953,0.9976,0.97491,0.99356,0.99616,0.99512,0.99448,0.99542
1738.0744,0.99952,0.99516,0.98392,0.99537,0.99714,0.97494,0.99363,0.99557,0.99521,0.99453,0.99495
1736.03441,0.99923,0.99527,0.98374,0.99544,0.99657,0.97507,0.99369,0.99484,0.99528,0.99455,0.99438
1733.99441,0.99814,0.99536,0.98352,0.99548,0.99587,0.97502,0.99373,0.99395,0.99532,0.99453,0.99368
1731.95442,0.99627,0.99543,0.98333,0.9955,0.99502,0.97469,0.99375,0.99288,0.99538,0.9945,0.99284
1729.91443,0.9934,0.9955,0.98306,0.9955,0.99405,0.97428,0.99375,0.99165,0.99546,0.99447,0.99187
1727.87443,0.98928,0.99557,0.98272,0.99547,0.99295,0.9738,0.99374,0.99027,0.99555,0.99441,0.99077
1725.83444,0.98369,0.99563,0.98242,0.99542,0.99175,0.97316,0.99373,0.98876,0.99563,0.99432,0.98957
1723.79445,0.97634,0.99566,0.98208,0.99535,0.99045,0.97254,0.99371,0.98713,0.9957,0.9942,0.98826
1721.75445,0.96715,0.9957,0.98176,0.99525,0.98907,0.9719,0.99369,0.98542,0.99578,0.99406,0.98689
1719.71446,0.9562,0.99574,0.98146,0.99513,0.98764,0.97116,0.99365,0.98367,0.99584,0.99388,0.98547
1717.67447,0.94366,0.99578,0.98088,0.99496,0.98617,0.97039,0.9936,0.98189,0.99588,0.99365,0.984
1715.63447,0.93004,0.99584,0.98005,0.99474,0.9847,0.96944,0.99351,0.98015,0.99595,0.99341,0.98251
1713.59448,0.91577,0.9959,0.97907,0.99449,0.98327,0.96826,0.99342,0.97852,0.99605,0.99317,0.98107
1711.55449,0.90139,0.99593,0.97814,0.99424,0.98194,0.96665,0.99335,0.97705,0.99614,0.99293,0.97973
1709.51449,0.88701,0.99594,0.97738,0.99398,0.98071,0.96477,0.99328,0.97578,0.9962,0.99269,0.97851
1707.4745,0.8723,0.99599,0.97634,0.99372,0.97962,0.96332,0.99322,0.97475,0.99625,0.99245,0.97745
1705.43451,0.85822,0.99605,0.97487,0.99346,0.9787,0.96195,0.99316,0.97399,0.99628,0.99222,0.97658
1703.39451,0.84587,0.99606,0.97306,0.9932,0.97798,0.96014,0.99311,0.97352,0.99627,0.99199,0.97594
1701.35452,0.83579,0.996,0.97104,0.99296,0.97746,0.9578,0.99307,0.97336,0.99624,0.99178,0.97553
1699.31453,0.8281,0.99586,0.96878,0.99272,0.97716,0.95517,0.99303,0.97351,0.9962,0.99163,0.97538
1697.27453,0.82305,0.99565,0.96616,0.9925,0.9771,0.95235,0.99299,0.97396,0.99615,0.99151,0.9755
1695.23454,0.82125,0.99541,0.9635,0.99231,0.97727,0.94908,0.99296,0.97471,0.99606,0.99143,0.97589
1693.19455,0.82242,0.99515,0.96059,0.99214,0.97765,0.94577,0.99296,0.97571,0.99595,0.99139,0.97652
1691.15455,0.82584,0.99483,0.95679,0.99202,0.97822,0.94263,0.99296,0.97693,0.99579,0.9914,0.97739
1689.11456,0.83153,0.99434,0.95234,0.99193,0.97895,0.93891,0.99299,0.97832,0.99558,0.99143,0.97844
1687.07456,0.83944,0.99369,0.94762,0.99186,0.97979,0.93441,0.99303,0.97983,0.9953,0.99148,0.97965
1685.03457,0.84903,0.99288,0.9424,0.99181,0.98072,0.9295,0.99307,0.9814,0.99498,0.99156,0.98096
1682.99458,0.8599,0.99184,0.93632,0.99175,0.98169,0.92416,0.9931,0.98298,0.99465,0.99169,0.98233
1680.95458,0.87172,0.99056,0.92945,0.9917,0.98268,0.91812,0.99312,0.98454,0.99431,0.99187,0.98372
1678.91459,0.88409,0.98909,0.92247,0.99165,0.98368,0.91133,0.99314,0.98603,0.9939,0.99207,0.98511
1676.8746,0.89605,0.9875,0.91558,0.9916,0.98465,0.90434,0.99317,0.98743,0.99341,0.99226,0.98646
1674.8346,0.90697,0.98577,0.9078,0.99152,0.98555,0.89727,0.99316,0.9887,0.99285,0.99244,0.98774
1672.79461,0.91732,0.98387,0.89934,0.9914,0.98637,0.88937,0.9931,0.98982,0.99223,0.9926,0.9889
1670.75462,0.92709,0.98184,0.89062,0.99122,0.98708,0.88078,0.99297,0.99078,0.99154,0.99272,0.98992
1668.71462,0.93582,0.97971,0.88121,0.99097,0.98769,0.8718,0.99278,0.99157,0.99082,0.99283,0.9908
1666.67463,0.94364,0.97751,0.87106,0.99069,0.98821,0.862,0.99254,0.99223,0.99006,0.99293,0.99154
