waveno,SA,mel,pre2,MF2,MFC2,pre4,MF4,MFC4,pre6,MF6,MFC6
3066.11012,0.98192,0.97304,0.68887,0.97787,0.99648,0.6723,0.95198,0.99407,0.91307,0.98054,0.99384
3064.07013,0.98176,0.9731,0.69187,0.978,0.99649,0.67573,0.95232,0.99406,0.91371,0.98066,0.99383
3062.03014,0.98159,0.97317,0.69487,0.97813,0.9965,0.67914,0.95266,0.99405,0.91436,0.98077,0.99383
3059.99014,0.98141,0.97326,0.69788,0.97826,0.99651,0.68256,0.953,0.99405,0.91501,0.98088,0.99383
3057.95015,0.98124,0.97334,0.70089,0.97839,0.9965,0.68594,0.95334,0.99404,0.91566,0.98098,0.99383
3055.91015,0.98108,0.9734,0.70389,0.97853,0.9965,0.68927,0.95368,0.99404,0.91631,0.98109,0.99383
3053.87016,0.9809,0.97346,0.70685,0.97868,0.99649,0.69256,0.95402,0.99403,0.91697,0.9812,0.99382
3051.83017,0.98069,0.97351,0.70976,0.97882,0.99648,0.69581,0.95436,0.99403,0.91762,0.98131,0.99382
3049.79017,0.98047,0.97355,0.71263,0.97898,0.99647,0.699,0.95469,0.99402,0.91827,0.98141,0.99382
3047.75018,0.98023,0.97357,0.71546,0.97913,0.99645,0.70213,0.95501,0.994,0.91892,0.98151,0.9938
3045.71019,0.97997,0.97359,0.71826,0.97928,0.99642,0.70519,0.95532,0.99398,0.91955,0.98161,0.99379
3043.67019,0.97973,0.97362,0.721,0.97944,0.9964,0.70816,0.95562,0.99396,0.92017,0.9817,0.99377
3041.6302,0.97948,0.97367,0.72369,0.97959,0.99637,0.71104,0.9559,0.99393,0.92078,0.9818,0.99374
3039.59021,0.97923,0.97371,0.7263,0.97974,0.99635,0.71383,0.95616,0.9939,0.92136,0.98188,0.99371
3037.55021,0.97899,0.97372,0.72881,0.97989,0.99633,0.71651,0.95641,0.99387,0.92193,0.98197,0.99368
3035.51022,0.97876,0.97374,0.73121,0.98003,0.99631,0.71904,0.95664,0.99383,0.92247,0.98206,0.99365
3033.47023,0.97855,0.97378,0.73349,0.98016,0.9963,0.7214,0.95684,0.9938,0.92299,0.98214,0.99362
3031.43023,0.97834,0.97384,0.73565,0.98028,0.99629,0.7236,0.95703,0.99377,0.92349,0.98222,0.99359
3029.39024,0.97812,0.9739,0.7377,0.9804,0.99629,0.72566,0.95721,0.99374,0.92397,0.9823,0.99356
3027.35025,0.97792,0.97396,0.73965,0.98051,0.99629,0.72754,0.95736,0.99371,0.92443,0.98238,0.99353
3025.31025,0.97771,0.97402,0.74145,0.98061,0.9963,0.72926,0.95749,0.99367,0.92487,0.98245,0.9935
3023.27026,0.97755,0.97407,0.7431,0.9807,0.99632,0.73082,0.9576,0.99364,0.92528,0.98251,0.99347
3021.23027,0.97746,0.97414,0.74461,0.98078,0.99634,0.73224,0.95768,0.99361,0.92568,0.98257,0.99344
3019.19027,0.9774,0.97421,0.74597,0.98085,0.99637,0.7335,0.95775,0.99358,0.92605,0.98261,0.99342
3017.15028,0.97736,0.97427,0.74721,0.98091,0.99639,0.73462,0.9578,0.99356,0.92641,0.98265,0.99339
3015.11029,0.97734,0.97432,0.74832,0.98096,0.99642,0.7356,0.95783,0.99354,0.92675,0.98269,0.99337
3013.07029,0.97739,0.97438,0.74932,0.98101,0.99646,0.73646,0.95786,0.99353,0.92707,0.98273,0.99335
3011.0303,0.97749,0.97446,0.7502,0.98106,0.9965,0.7372,0.95787,0.99353,0.92739,0.98276,0.99334
3008.99031,0.97762,0.97453,0.75099,0.98111,0.99655,0.73784,0.95788,0.99354,0.92769,0.98279,0.99334
3006.95031,0.97776,0.9746,0.75167,0.98117,0.99661,0.7384,0.95787,0.99356,0.92798,0.98283,0.99336
3004.91032,0.97791,0.97467,0.75226,0.98122,0.99669,0.73889,0.95785,0.99358,0.92825,0.98286,0.99338
3002.87033,0.97809,0.97474,0.75277,0.98127,0.99678,0.7393,0.95782,0.99363,0.92848,0.98288,0.99342
3000.83033,0.97829,0.97479,0.75319,0.98132,0.99688,0.73961,0.95777,0.99368,0.92869,0.98291,0.99348
2998.79034,0.97851,0.97484,0.75349,0.98137,0.99701,0.7398,0.9577,0.99375,0.92885,0.98293,0.99354
2996.75035,0.97877,0.97489,0.75367,0.98142,0.99713,0.73986,0.95761,0.99381,0.92895,0.98294,0.9936
2994.71035,0.97907,0.97494,0.75371,0.98146,0.99724,0.73974,0.95749,0.99386,0.92899,0.98294,0.99363
2992.67036,0.97941,0.97498,0.75361,0.98148,0.99733,0.73943,0.95733,0.99386,0.92895,0.98291,0.99363
2990.63037,0.97978,0.97501,0.75336,0.98148,0.99737,0.73888,0.95713,0.99381,0.92883,0.98286,0.99356
2988.59037,0.98012,0.97503,0.75291,0.98145,0.99735,0.73804,0.95687,0.9937,0.92863,0.98278,0.99343
2986.55038,0.98028,0.97506,0.75225,0.98138,0.99726,0.73689,0.95655,0.99349,0.92834,0.98266,0.9932
2984.51038,0.98014,0.97511,0.75137,0.98126,0.99708,0.73544,0.95617,0.9932,0.92795,0.9825,0.99288
2982.47039,0.9796,0.97517,0.75031,0.9811,0.99682,0.73371,0.95573,0.99281,0.92749,0.9823,0.99247
2980.4304,0.97857,0.97522,0.74911,0.9809,0.99647,0.73174,0.95524,0.99233,0.92694,0.98206,0.99195
2978.3904,0.9769,0.97525,0.74779,0.98066,0.99603,0.72958,0.9547,0.99176,0.92633,0.98179,0.99134
2976.35041,0.9745,0.97526,0.74641,0.98039,0.99552,0.72733,0.95412,0.99111,0.92566,0.98149,0.99065
2974.31042,0.97141,0.97526,0.74505,0.98009,0.99494,0.72512,0.95351,0.9904,0.92496,0.98117,0.98988
2972.27042,0.96781,0.97525,0.74381,0.97977,0.99431,0.72305,0.95288,0.98963,0.92425,0.98083,0.98906
2970.23043,0.96398,0.97523,0.74275,0.97945,0.99363,0.72122,0.95226,0.98882,0.92355,0.98048,0.98819
2968.19044,0.96016,0.97521,0.74194,0.97913,0.99294,0.71972,0.95165,0.988,0.9229,0.98015,0.98733
2966.15044,0.95653,0.97519,0.74146,0.97885,0.99226,0.71863,0.95108,0.98722,0.92233,0.97983,0.9865
2964.11045,0.9532,0.97518,0.74137,0.97863,0.99167,0.71807,0.95058,0.98653,0.92186,0.97957,0.98577
2962.07046,0.95024,0.97517,0.74174,0.9785,0.99121,0.71811,0.95017,0.98599,0.92153,0.97938,0.9852
2960.03046,0.94761,0.97517,0.74263,0.97844,0.99088,0.71884,0.94985,0.98559,0.92134,0.97926,0.98478
2957.99047,0.94525,0.97518,0.74407,0.97842,0.99064,0.72029,0.9496,0.98529,0.92131,0.97917,0.98445
2955.95048,0.94306,0.97518,0.74605,0.97839,0.99042,0.72244,0.94939,0.985,0.92145,0.97908,0.98415
2953.91048,0.941,0.97519,0.74855,0.9783,0.99012,0.72528,0.94918,0.98461,0.92176,0.97894,0.98375
2951.87049,0.93911,0.97522,0.7515,0.9781,0.98966,0.72875,0.94895,0.984,0.92224,0.97873,0.98316
2949.8305,0.93747,0.97526,0.75488,0.97775,0.98893,0.73278,0.94866,0.98307,0.92287,0.97841,0.98226
2947.7905,0.93614,0.97529,0.75862,0.9772,0.98783,0.73729,0.94829,0.98172,0.92365,0.97795,0.98096
2945.75051,0.93515,0.97533,0.76263,0.97645,0.9863,0.74215,0.94783,0.97986,0.92454,0.97734,0.97918
2943.71052,0.93431,0.97537,0.76684,0.97547,0.9843,0.74727,0.94726,0.97748,0.92553,0.97657,0.97689
2941.67052,0.93303,0.97542,0.77117,0.97427,0.98181,0.75249,0.94658,0.97455,0.92659,0.97564,0.97408
2939.63053,0.93023,0.97547,0.77549,0.97287,0.97883,0.75768,0.9458,0.97109,0.92769,0.97457,0.97075
2937.59054,0.92476,0.97554,0.77974,0.97129,0.97541,0.76276,0.94494,0.96717,0.92881,0.97337,0.96696
2935.55054,0.91604,0.97562,0.78386,0.96958,0.9716,0.76765,0.94402,0.96284,0.92991,0.97209,0.96277
2933.51055,0.90439,0.9757,0.78778,0.96778,0.96749,0.77227,0.94308,0.95823,0.93098,0.97075,0.95828
2931.47056,0.89063,0.97579,0.79147,0.96596,0.96318,0.77659,0.94214,0.95345,0.93198,0.9694,0.95362
2929.43056,0.87573,0.97587,0.79491,0.96419,0.9588,0.78057,0.94126,0.94865,0.93291,0.9681,0.94892
2927.39057,0.86061,0.97593,0.7981,0.96254,0.9545,0.7842,0.94048,0.944,0.93376,0.96689,0.94434
2925.35058,0.84615,0.97598,0.80103,0.96109,0.95041,0.78748,0.93984,0.93966,0.9345,0.96584,0.94006
2923.31058,0.83309,0.97604,0.8037,0.95993,0.94672,0.79039,0.9394,0.93584,0.93514,0.96501,0.93626
2921.27059,0.82188,0.97611,0.8061,0.95913,0.9436,0.79293,0.93921,0.93272,0.93568,0.96444,0.93314
2919.2306,0.8128,0.97617,0.80824,0.95878,0.94124,0.7951,0.93933,0.93051,0.93612,0.96422,0.9309
2917.1906,0.80602,0.97623,0.81016,0.95895,0.93981,0.79696,0.93978,0.92941,0.93647,0.96438,0.92972
2915.15061,0.80161,0.97626,0.8119,0.95967,0.93941,0.79857,0.94058,0.9295,0.93675,0.96495,0.92968
2913.11061,0.79959,0.9763,0.8135,0.96087,0.94004,0.79997,0.94169,0.93076,0.93696,0.96588,0.93078
2911.07062,0.79986,0.97634,0.81499,0.96246,0.94157,0.80121,0.94304,0.93304,0.93712,0.96709,0.93285
2909.03063,0.80238,0.97639,0.8164,0.96432,0.94385,0.80235,0.94454,0.93614,0.93724,0.96849,0.93571
2906.99063,0.80713,0.97645,0.81776,0.96634,0.94671,0.80342,0.94613,0.93985,0.93734,0.97001,0.93917
2904.95064,0.81412,0.97653,0.8191,0.96845,0.94999,0.80446,0.94775,0.94397,0.93742,0.97159,0.94304
2902.91065,0.82327,0.97661,0.82045,0.97056,0.95353,0.80553,0.94935,0.94832,0.93751,0.97318,0.94716
2900.87065,0.83437,0.97669,0.82185,0.97261,0.95719,0.80667,0.95088,0.95273,0.9376,0.97471,0.95135
2898.83066,0.84698,0.97676,0.82332,0.97454,0.96085,0.80791,0.95233,0.95708,0.9377,0.97615,0.95551
2896.79067,0.86034,0.97684,0.82486,0.97632,0.96446,0.80926,0.95367,0.96132,0.93783,0.97749,0.95957
2894.75067,0.87329,0.97692,0.82647,0.97794,0.96798,0.81072,0.95489,0.96539,0.93799,0.97871,0.96347
2892.71068,0.88458,0.977,0.82814,0.9794,0.97133,0.81229,0.95599,0.96922,0.93819,0.97981,0.96715
2890.67069,0.89333,0.97709,0.82989,0.98065,0.97445,0.81399,0.95695,0.9727,0.93841,0.98077,0.97053
2888.63069,0.89945,0.97719,0.8317,0.98168,0.97722,0.81581,0.95774,0.97573,0.93867,0.98155,0.97349
2886.5907,0.90366,0.97727,0.83356,0.98245,0.97955,0.81774,0.95834,0.97819,0.93895,0.98213,0.97594
2884.55071,0.90695,0.97736,0.83545,0.98294,0.98136,0.81973,0.95876,0.98001,0.93926,0.98251,0.97779
2882.51071,0.91001,0.97744,0.83735,0.98317,0.98261,0.82177,0.95898,0.98115,0.9396,0.98268,0.97901
2880.47072,0.91313,0.9775,0.83923,0.98313,0.98328,0.82381,0.95903,0.9816,0.93995,0.98265,0.97957
2878.43073,0.9165,0.97754,0.84109,0.98286,0.98337,0.82583,0.95893,0.9814,0.94031,0.98244,0.97951
2876.39073,0.92031,0.97759,0.84289,0.9824,0.98295,0.82781,0.9587,0.98062,0.94068,0.98209,0.97889
2874.35074,0.92418,0.97764,0.84461,0.9818,0.98207,0.82972,0.95838,0.97936,0.94104,0.98164,0.97779
2872.31075,0.92672,0.97768,0.84622,0.98111,0.98082,0.83152,0.958,0.97772,0.9414,0.98111,0.9763
2870.27075,0.92624,0.97771,0.8477,0.98036,0.97929,0.83322,0.95759,0.97581,0.94175,0.98054,0.97452
2868.23076,0.92199,0.97772,0.84907,0.9796,0.97754,0.83481,0.95717,0.97371,0.94209,0.97995,0.97253
2866.19077,0.91451,0.97772,0.85034,0.9788,0.97559,0.83631,0.95673,0.97146,0.94241,0.97935,0.97034
2864.15077,0.90499,0.97772,0.85151,0.97798,0.97347,0.83771,0.95628,0.96907,0.94271,0.97871,0.96799
2862.11078,0.89459,0.97772,0.85259,0.97712,0.9712,0.83901,0.95582,0.96659,0.943,0.97807,0.96551
2860.07079,0.88423,0.97773,0.8536,0.97628,0.96886,0.84022,0.95537,0.96409,0.94326,0.97743,0.96298
2858.03079,0.87456,0.97776,0.85456,0.97548,0.96653,0.84136,0.95497,0.96168,0.94351,0.97684,0.96049
2855.9908,0.86602,0.97778,0.85549,0.97478,0.96433,0.84243,0.95465,0.95948,0.94374,0.97633,0.95819
2853.95081,0.8589,0.97778,0.85638,0.97421,0.96238,0.84347,0.95444,0.95765,0.94396,0.97593,0.95621
2851.91081,0.85337,0.97777,0.85724,0.97384,0.96085,0.84447,0.95439,0.95634,0.94416,0.97569,0.95472
2849.87082,0.8495,0.97775,0.85809,0.97372,0.95989,0.84544,0.95453,0.95575,0.94435,0.97566,0.95388
2847.83083,0.84726,0.97773,0.8589,0.97391,0.95964,0.84639,0.9549,0.956,0.94453,0.97587,0.95385
2845.79083,0.84663,0.97771,0.85972,0.97444,0.96014,0.84734,0.95548,0.95709,0.94471,0.97632,0.95465
2843.75084,0.84774,0.97768,0.86056,0.97524,0.96131,0.84829,0.95624,0.95889,0.94489,0.97699,0.95619
2841.71084,0.85076,0.97765,0.86144,0.97625,0.96302,0.84927,0.95712,0.96123,0.94506,0.97781,0.95832
2839.67085,0.85578,0.97761,0.86237,0.97739,0.96513,0.85027,0.95807,0.96395,0.94525,0.97871,0.96088
2837.63086,0.86276,0.97757,0.86333,0.9786,0.96752,0.8513,0.95906,0.96689,0.94543,0.97966,0.96372
2835.59086,0.87155,0.97753,0.86432,0.97983,0.97007,0.85236,0.96006,0.96995,0.94562,0.98063,0.96671
2833.55087,0.88192,0.97748,0.86533,0.98104,0.9727,0.85343,0.96102,0.97302,0.94582,0.98157,0.96976
2831.51088,0.89356,0.97743,0.86638,0.98221,0.97531,0.85451,0.96195,0.976,0.94603,0.98247,0.97276
2829.47088,0.90595,0.97737,0.86744,0.9833,0.97784,0.85563,0.96281,0.97881,0.94624,0.98331,0.97563
2827.43089,0.91813,0.97732,0.86852,0.98428,0.9802,0.85676,0.96359,0.9814,0.94646,0.98406,0.9783
2825.3909,0.9286,0.97728,0.8696,0.98515,0.98236,0.85792,0.96428,0.9837,0.94668,0.98471,0.98071
2823.3509,0.93595,0.97724,0.87069,0.98588,0.98425,0.8591,0.96487,0.98567,0.94691,0.98526,0.98281
2821.31091,0.93993,0.9772,0.8718,0.98646,0.98585,0.86029,0.96535,0.98729,0.94715,0.98569,0.98456
2819.27092,0.94166,0.97716,0.87292,0.9869,0.98714,0.86149,0.96574,0.98853,0.94738,0.98601,0.98595
2817.23092,0.94252,0.97712,0.87406,0.9872,0.98811,0.86269,0.96604,0.98941,0.94762,0.98622,0.98698
2815.19093,0.94333,0.97709,0.87523,0.98738,0.98878,0.8639,0.96624,0.98995,0.94786,0.98634,0.98766
2813.15094,0.94427,0.97708,0.87639,0.98744,0.98918,0.86511,0.96638,0.99019,0.9481,0.98638,0.98803
2811.11094,0.9453,0.97708,0.87755,0.98742,0.98934,0.86634,0.96645,0.99019,0.94834,0.98635,0.98815
2809.07095,0.94636,0.97707,0.8787,0.98734,0.98934,0.86755,0.9665,0.99003,0.94859,0.98629,0.98808
2807.03096,0.94739,0.97706,0.87982,0.98722,0.98924,0.86874,0.96653,0.98979,0.94883,0.98621,0.98791
2804.99096,0.94836,0.97705,0.88091,0.98712,0.98912,0.86991,0.96657,0.98956,0.94907,0.98614,0.98772
2802.95097,0.94927,0.97704,0.882,0.98705,0.98905,0.87106,0.96664,0.98942,0.94931,0.9861,0.9876
2800.91098,0.95012,0.97703,0.88309,0.98704,0.98907,0.87221,0.96675,0.98942,0.94956,0.98611,0.98758
2798.87098,0.95092,0.97702,0.88417,0.9871,0.98921,0.87335,0.9669,0.98953,0.9498,0.98616,0.98769
2796.83099,0.95168,0.97701,0.88523,0.98719,0.9894,0.87446,0.96707,0.98972,0.95004,0.98625,0.98787
2794.791,0.95239,0.97701,0.88628,0.9873,0.98962,0.87554,0.96723,0.9899,0.95029,0.98634,0.98808
2792.751,0.95304,0.97702,0.88731,0.9874,0.98982,0.87661,0.9674,0.99008,0.95054,0.98642,0.98827
2790.71101,0.95364,0.97704,0.88832,0.98749,0.99001,0.87767,0.96755,0.99023,0.95079,0.98649,0.98844
2788.67102,0.95419,0.97708,0.8893,0.98758,0.99019,0.87872,0.9677,0.99037,0.95104,0.98656,0.98861
2786.63102,0.9547,0.97711,0.89026,0.98767,0.99037,0.87975,0.96784,0.99051,0.95129,0.98662,0.98877
2784.59103,0.9552,0.97714,0.89118,0.98776,0.99053,0.88075,0.96798,0.99064,0.95155,0.98668,0.98892
2782.55104,0.95568,0.97716,0.89207,0.98784,0.99069,0.88173,0.96811,0.99077,0.95181,0.98673,0.98907
2780.51104,0.95613,0.9772,0.89293,0.98792,0.99084,0.88269,0.96824,0.99089,0.95208,0.98678,0.98921
2778.47105,0.95655,0.97725,0.89377,0.988,0.99098,0.88364,0.96836,0.99099,0.95234,0.98682,0.98935
2776.43106,0.95693,0.97731,0.8946,0.98807,0.99111,0.88456,0.96848,0.99109,0.95261,0.98685,0.98947
2774.39106,0.95729,0.97738,0.89543,0.98813,0.99123,0.88549,0.9686,0.99117,0.95289,0.98688,0.98958
2772.35107,0.95762,0.97745,0.89623,0.98817,0.99134,0.8864,0.96871,0.99124,0.95317,0.9869,0.98968
2770.31107,0.95794,0.97753,0.89702,0.98821,0.99143,0.88731,0.96882,0.9913,0.95345,0.98691,0.98977
2768.27108,0.95824,0.97759,0.89781,0.98823,0.99151,0.88822,0.96891,0.99135,0.95373,0.98692,0.98984
2766.23109,0.95853,0.97766,0.89859,0.98825,0.99158,0.88916,0.96901,0.99139,0.95402,0.98692,0.98991
2764.19109,0.95882,0.97774,0.89935,0.98826,0.99164,0.8901,0.96909,0.99142,0.95431,0.98693,0.98996
2762.1511,0.95913,0.97781,0.9001,0.98827,0.99169,0.89105,0.96917,0.99145,0.95461,0.98693,0.99
2760.11111,0.95942,0.97787,0.90085,0.98827,0.99173,0.89199,0.96925,0.99147,0.95491,0.98694,0.99004
2758.07111,0.95971,0.97792,0.90161,0.98828,0.99177,0.89293,0.96933,0.99149,0.95521,0.98696,0.99007
2756.03112,0.96001,0.97794,0.90239,0.98828,0.99181,0.89387,0.96942,0.99151,0.95551,0.98698,0.99011
2753.99113,0.96032,0.97794,0.9032,0.9883,0.99184,0.89483,0.96951,0.99153,0.95581,0.98702,0.99014
2751.95113,0.96063,0.97792,0.90402,0.98831,0.99188,0.89581,0.96961,0.99156,0.9561,0.98706,0.99018
2749.91114,0.96094,0.97789,0.90483,0.98833,0.99192,0.89678,0.96972,0.99158,0.9564,0.98711,0.99022
2747.87115,0.96124,0.97787,0.90564,0.98836,0.99197,0.89773,0.96983,0.99162,0.95669,0.98717,0.99027
2745.83115,0.96153,0.97786,0.90644,0.98839,0.99202,0.89868,0.96995,0.99165,0.95698,0.98723,0.99031
2743.79116,0.96181,0.97785,0.90724,0.98842,0.99207,0.89962,0.97008,0.9917,0.95726,0.9873,0.99036
2741.75117,0.96207,0.97786,0.90805,0.98847,0.99213,0.90057,0.97021,0.99175,0.95754,0.98737,0.99041
2739.71117,0.96233,0.97787,0.90885,0.98851,0.99219,0.90151,0.97035,0.9918,0.95782,0.98745,0.99047
2737.67118,0.96257,0.97787,0.90965,0.98857,0.99226,0.90243,0.97049,0.99185,0.95809,0.98753,0.99053
2735.63119,0.9628,0.97787,0.91043,0.98863,0.99234,0.90331,0.97064,0.99191,0.95835,0.98761,0.9906
2733.59119,0.96301,0.9779,0.9112,0.98869,0.99241,0.90416,0.9708,0.99196,0.95861,0.9877,0.99066
2731.5512,0.9632,0.97793,0.91194,0.98875,0.99248,0.90497,0.97095,0.99202,0.95886,0.98777,0.99072
2729.51121,0.96337,0.97796,0.91267,0.98881,0.99255,0.90573,0.9711,0.99206,0.9591,0.98785,0.99077
2727.47121,0.96353,0.978,0.91337,0.98887,0.99262,0.90647,0.97124,0.9921,0.95933,0.98791,0.99083
2725.43122,0.96367,0.97803,0.91405,0.98892,0.99268,0.9072,0.97138,0.99214,0.95955,0.98797,0.99087
2723.39123,0.9638,0.97808,0.91468,0.98896,0.99274,0.90789,0.97151,0.99217,0.95976,0.98802,0.99091
2721.35123,0.9639,0.97812,0.91529,0.989,0.99278,0.90854,0.97163,0.9922,0.95996,0.98806,0.99094
2719.31124,0.96397,0.97817,0.91588,0.98904,0.99282,0.90916,0.97173,0.99222,0.96015,0.98809,0.99097
2717.27125,0.964,0.97822,0.91645,0.98907,0.99285,0.90976,0.97182,0.99223,0.96032,0.98811,0.99098
2715.23125,0.964,0.97827,0.917,0.98909,0.99287,0.91035,0.9719,0.99223,0.96049,0.98812,0.99099
2713.19126,0.96396,0.97832,0.91753,0.9891,0.99288,0.91093,0.97197,0.99222,0.96065,0.98813,0.99099
2711.15127,0.96391,0.97835,0.91804,0.98911,0.99289,0.91147,0.97203,0.99222,0.9608,0.98813,0.99099
2709.11127,0.96387,0.97837,0.91852,0.98912,0.99289,0.91198,0.97208,0.9922,0.96094,0.98813,0.99098
2707.07128,0.96381,0.97837,0.91898,0.98913,0.99289,0.9125,0.97213,0.99219,0.96107,0.98812,0.99098
2705.03129,0.96372,0.97836,0.91943,0.98913,0.99288,0.91304,0.97217,0.99217,0.9612,0.98811,0.99097
2702.99129,0.96359,0.97836,0.91986,0.98914,0.99287,0.91356,0.97221,0.99216,0.96133,0.98811,0.99096
2700.9513,0.96344,0.97836,0.92029,0.98914,0.99286,0.91407,0.97225,0.99215,0.96145,0.9881,0.99094
2698.91131,0.96329,0.97834,0.92071,0.98915,0.99284,0.91458,0.97229,0.99214,0.96157,0.98809,0.99093
2696.87131,0.96313,0.9783,0.92113,0.98915,0.99283,0.91508,0.97234,0.99213,0.96169,0.98809,0.99091
2694.83132,0.96298,0.97827,0.92156,0.98916,0.99283,0.91559,0.97239,0.99213,0.96182,0.98809,0.9909
2692.79132,0.96283,0.97824,0.922,0.98918,0.99282,0.91612,0.97245,0.99213,0.96194,0.9881,0.9909
2690.75133,0.96268,0.9782,0.92245,0.98919,0.99282,0.91665,0.97251,0.99213,0.96208,0.98811,0.99089
2688.71134,0.96253,0.97815,0.92292,0.98921,0.99282,0.91719,0.97258,0.99214,0.96221,0.98813,0.99089
2686.67134,0.9624,0.9781,0.92341,0.98924,0.99281,0.91774,0.97265,0.99214,0.96236,0.98815,0.99089
2684.63135,0.96229,0.97805,0.92392,0.98926,0.99281,0.91829,0.97273,0.99215,0.96251,0.98818,0.99089
2682.59136,0.96221,0.97799,0.92444,0.98929,0.99281,0.91885,0.97281,0.99215,0.96267,0.98821,0.99089
2680.55136,0.96215,0.97794,0.925,0.98933,0.99281,0.91942,0.97289,0.99215,0.96284,0.98824,0.9909
2678.51137,0.9621,0.97789,0.92558,0.98936,0.99281,0.92002,0.97297,0.99216,0.96301,0.98827,0.99091
2676.47138,0.96208,0.97785,0.92619,0.98939,0.99282,0.92065,0.97306,0.99216,0.96319,0.98831,0.99092
2674.43138,0.96207,0.97781,0.92682,0.98942,0.99282,0.92131,0.97315,0.99217,0.96337,0.98836,0.99093
2672.39139,0.96205,0.97778,0.9275,0.98945,0.99283,0.92199,0.97324,0.99217,0.96356,0.9884,0.99095
2670.3514,0.96203,0.97775,0.92821,0.98948,0.99283,0.9227,0.97332,0.99217,0.96375,0.98844,0.99096
2668.3114,0.96201,0.97773,0.92894,0.9895,0.99284,0.92343,0.9734,0.99217,0.96395,0.98848,0.99097
2666.27141,0.96201,0.97771,0.92968,0.98952,0.99284,0.92417,0.97348,0.99217,0.96415,0.98853,0.99097
2664.23142,0.96203,0.97771,0.93044,0.98954,0.99285,0.92492,0.97356,0.99217,0.96435,0.98857,0.99098
2662.19142,0.96208,0.97772,0.9312,0.98955,0.99286,0.92569,0.97364,0.99217,0.96456,0.98861,0.99099
2660.15143,0.96213,0.97774,0.93197,0.98957,0.99287,0.92646,0.97373,0.99217,0.96477,0.98865,0.991
2658.11144,0.96216,0.97778,0.93274,0.98958,0.99289,0.92725,0.97381,0.99217,0.96498,0.98869,0.991
2656.07144,0.96219,0.97782,0.9335,0.9896,0.99291,0.92801,0.97389,0.99218,0.96519,0.98873,0.99101
2654.03145,0.96222,0.97786,0.93424,0.98961,0.99293,0.92874,0.97398,0.99219,0.9654,0.98877,0.99101
2651.99146,0.96226,0.97788,0.93497,0.98962,0.99296,0.92946,0.97406,0.9922,0.96561,0.98881,0.99101
2649.95146,0.9623,0.97789,0.93568,0.98963,0.99298,0.93017,0.97415,0.99222,0.96583,0.98884,0.99101
2647.91147,0.96235,0.97791,0.93637,0.98964,0.99301,0.93087,0.97424,0.99224,0.96603,0.98887,0.99102
2645.87148,0.96241,0.97795,0.93705,0.98965,0.99303,0.93155,0.97433,0.99226,0.96624,0.98889,0.99102
2643.83148,0.96246,0.97798,0.9377,0.98966,0.99305,0.93222,0.97441,0.99227,0.96644,0.98891,0.99102
2641.79149,0.9625,0.97801,0.93834,0.98968,0.99307,0.93285,0.97449,0.99229,0.96664,0.98892,0.99102
2639.7515,0.96255,0.97805,0.93895,0.98969,0.99308,0.93347,0.97457,0.9923,0.96684,0.98893,0.99102
2637.7115,0.96261,0.97809,0.93954,0.9897,0.99309,0.93407,0.97465,0.99231,0.96703,0.98893,0.99103
2635.67151,0.96269,0.97814,0.94014,0.98971,0.9931,0.93467,0.97472,0.99232,0.96722,0.98892,0.99103
2633.63152,0.96279,0.97818,0.94073,0.98973,0.99312,0.93527,0.97478,0.99233,0.9674,0.98891,0.99104
2631.59152,0.96289,0.97822,0.94132,0.98974,0.99313,0.93586,0.97484,0.99234,0.96758,0.9889,0.99105
2629.55153,0.96298,0.97824,0.9419,0.98976,0.99314,0.93645,0.9749,0.99235,0.96775,0.98889,0.99107
2627.51154,0.96307,0.97826,0.94249,0.98978,0.99316,0.93704,0.97496,0.99236,0.96792,0.98888,0.99109
2625.47154,0.96316,0.97828,0.94309,0.9898,0.99317,0.93763,0.97501,0.99237,0.96809,0.98888,0.99112
2623.43155,0.96326,0.97831,0.94369,0.98982,0.99318,0.93823,0.97506,0.99238,0.96824,0.98887,0.99114
2621.39155,0.96335,0.97833,0.9443,0.98984,0.9932,0.93882,0.97512,0.99239,0.9684,0.98886,0.99117
2619.35156,0.96346,0.97834,0.94491,0.98986,0.99321,0.93939,0.97517,0.99241,0.96855,0.98886,0.99119
2617.31157,0.96358,0.97835,0.94552,0.98989,0.99323,0.93997,0.97522,0.99242,0.9687,0.98886,0.99122
2615.27157,0.9637,0.97836,0.94615,0.98992,0.99326,0.94056,0.97527,0.99244,0.96884,0.98886,0.99126
2613.23158,0.96382,0.9784,0.94677,0.98995,0.99329,0.94114,0.97532,0.99246,0.96899,0.98887,0.99129
2611.19159,0.96394,0.97842,0.94739,0.98998,0.99332,0.9417,0.97538,0.99249,0.96912,0.98889,0.99132
2609.15159,0.96407,0.97844,0.948,0.99001,0.99336,0.94224,0.97543,0.99252,0.96926,0.9889,0.99136
2607.1116,0.96422,0.97844,0.94859,0.99004,0.99339,0.94276,0.97548,0.99255,0.96939,0.98892,0.99139
2605.07161,0.96438,0.97843,0.94915,0.99007,0.99342,0.94326,0.97553,0.99258,0.96952,0.98895,0.99142
2603.03161,0.96454,0.97843,0.9497,0.9901,0.99345,0.94375,0.97559,0.99261,0.96964,0.98898,0.99146
2600.99162,0.96469,0.97844,0.95023,0.99013,0.99348,0.94422,0.97564,0.99264,0.96976,0.98901,0.99149
